"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Story","499","481","","Implement review eligibility and submission","Only people who actually had the interaction can review it, and each of them only once.

*Acceptance criteria*
* A review can only be submitted after a completed or confirmed qualifying interaction.
* Eligibility is enforced server-side and duplicate reviews are prevented.
* Every review is attributable to a real account and a specific eligibility event.
* Reviews can be reported and moderated for abuse but never edited by the platform.

*Subtasks*
* Model reviews with their eligibility event reference
* Implement the eligibility check and duplicate prevention
* Build the review submission form with rating dimensions
* Build the review display with verified-stay indication
* Implement review reporting into the moderation queue

_BRD reference: FR-054, BR-11, AC-10_","High","Traveller","8","epic-grp","phase-4-group-weather","reviews","trust",""
"Story","505","481","","Implement business responses to reviews","A business gets a right of reply, and no ability to make a review disappear.

*Acceptance criteria*
* A business can publicly respond to a review once.
* A business cannot edit, hide or delete a legitimate review.
* Responses are subject to the same moderation policy as reviews.
* The response is shown beneath the review with a clear business label.

*Subtasks*
* Model review responses
* Build the respond control in the business portal
* Enforce the one-response and no-edit rules
* Route responses through moderation

_BRD reference: FR-055, BR-11_","Medium","Traveller","3","epic-grp","phase-4-group-weather","reviews","business",""
"Story","510","481","","Build review aggregation and display","Ratings that roll up honestly, including the distribution rather than just the average.

*Acceptance criteria*
* Listing pages show the average rating, the count and the distribution.
* Aggregates recompute when a review is added, hidden or restored.
* A listing with too few reviews says so rather than showing a misleading average.
* Hidden reviews are excluded from aggregates but retained for audit.

*Subtasks*
* Implement the aggregation with incremental recompute
* Build the rating summary component with distribution
* Implement the low-sample display rule
* Write tests covering hide, restore and recompute

_BRD reference: FR-054, BR-01_","Medium","Traveller","3","epic-grp","phase-4-group-weather","reviews","catalogue",""
"Epic","515","","Localization, RTL & Accessibility","Localization, RTL & Accessibility","Arabic, English and French as first-class languages, Arabic RTL that actually works, and a product usable by keyboard and screen reader. This is treated as a delivery gate, not a polish pass.

*Phase:* Cross-cutting
*Stories in this epic:* 4","High","Design","","epic-i18n","cross-cutting","","",""
"Story","516","515","","Build the translation workflow and message catalogues","One place where strings live, with a process that catches a missing translation before a user does.

*Acceptance criteria*
* All user-facing strings come from message catalogues; no hardcoded copy ships.
* Missing keys fail the build rather than falling back silently in production.
* Pluralisation, date, number and currency formatting are locale-aware.
* Translator handoff and review are documented.

*Subtasks*
* Set up the catalogue structure and key naming convention
* Add a CI check for hardcoded strings and missing keys
* Implement locale-aware date, number and currency formatting
* Write the translation contribution guide
* Complete the English, Arabic and French catalogues for MVP screens

_BRD reference: FR-005, AC-16_","Highest","Design","5","epic-i18n","cross-cutting","i18n","",""
"Story","522","515","","Make Arabic RTL correct across every surface","Direction is not a stylesheet flip. Icons, drawers, progress, charts, maps and form affordances all need checking.

*Acceptance criteria*
* Every MVP screen renders correctly in RTL at 390px and 1440px.
* Directional icons, drawers, carousels and progress indicators mirror correctly.
* No component uses physical left/right where logical properties are needed.
* Mixed-direction content - Arabic text with Latin place names or numbers - renders without bidi corruption.

*Subtasks*
* Audit and convert physical CSS properties to logical properties
* Fix directional icon and navigation mirroring
* Handle bidi isolation for mixed-direction strings
* Capture RTL visual snapshots for every MVP screen
* Test the map, charts and date pickers specifically in RTL

_BRD reference: FR-005, AC-16_","Highest","Design","8","epic-i18n","cross-cutting","i18n","rtl",""
"Story","528","515","","Handle Lebanese Arabic in AI input","People will not type Modern Standard Arabic into the planner. The intent extractor has to cope with how Lebanese Arabic is actually written, including Arabizi.

*Acceptance criteria*
* The intent extractor handles Lebanese dialect phrasing and Latin-script Arabizi.
* A dialect evaluation set is part of the automated test suite.
* Extraction accuracy on the dialect set meets the agreed threshold before release.
* Unrecognised phrasing asks for clarification rather than guessing.

*Subtasks*
* Build the Lebanese Arabic and Arabizi evaluation set
* Tune the extraction prompt with dialect examples
* Add the dialect evaluation to CI with a pass threshold
* Implement the low-confidence clarification path

_BRD reference: FR-020, AC-16_","High","Design","5","epic-i18n","cross-cutting","i18n","ai",""
"Story","533","515","","Meet WCAG 2.2 AA across the MVP screens","Keyboard operability, visible focus, correct semantics and adequate contrast - verified, not assumed.

*Acceptance criteria*
* Every interactive element is reachable and operable by keyboard with a visible focus indicator.
* Colour contrast meets 4.5:1 for text and 3:1 for control boundaries.
* Forms have programmatic labels, error association and clear error text.
* Automated axe checks run in CI and a manual screen-reader pass covers the booking flow.

*Subtasks*
* Add automated axe-core checks to component and page tests
* Fix keyboard traps and focus-order problems
* Add labels, descriptions and error associations to all forms
* Implement skip links and landmark structure
* Run and document a manual screen-reader pass on the booking flow

_BRD reference: Package review findings_","High","Design","8","epic-i18n","cross-cutting","accessibility","",""
"Epic","539","","Security, Privacy & Trust","Security, Privacy & Trust","The controls that make the marketplace safe to transact in: authorisation everywhere, auditing of anything consequential, and no secret or personal record leaking into a log.

*Phase:* Cross-cutting
*Stories in this epic:* 7","High","Platform","","epic-sec","cross-cutting","","",""
"Story","540","539","","Implement authorisation checks on every endpoint","Every endpoint answers who is asking and what they are allowed to touch, with no reliance on an unguessable ID.

*Acceptance criteria*
* Every endpoint enforces authentication and object-level authorisation.
* No endpoint relies on an opaque identifier as its only protection.
* Automated tests attempt cross-user and cross-org access on every resource type.
* Authorisation failures return a consistent response that does not leak existence.

*Subtasks*
* Define the permission model and its enforcement helper
* Audit and guard every existing endpoint
* Write the automated IDOR test suite across resource types
* Standardise the authorisation failure response

_BRD reference: BR-21, FR-073_","Highest","Platform","8","epic-sec","cross-cutting","security","",""
"Story","545","539","","Build the audit log","Anything consequential - verification, moderation, financial overrides, configuration - leaves a record of who, what, when and why.

*Acceptance criteria*
* Consequential actions write an audit entry with actor, action, target, reason and timestamp.
* Audit entries are append-only and cannot be edited or deleted from the application.
* Admin can search and filter the audit log.
* Audit coverage is asserted by tests for each consequential action type.

*Subtasks*
* Design the append-only audit schema
* Implement the audit-write helper and apply it at each call site
* Build the admin audit log search screen
* Write coverage tests asserting each action type audits

_BRD reference: FR-070, BR-20, FR-073_","Highest","Platform","5","epic-sec","cross-cutting","security","admin",""
"Story","550","539","","Implement rate limiting and abuse controls","Protect sign-in, password reset, search, AI generation and booking from volume abuse and from cost blowout.

*Acceptance criteria*
* Authentication, reset, search, AI generation and booking endpoints are rate limited.
* Limits differ per endpoint and per authentication state.
* Exceeded limits return a clear, non-leaking response with a retry hint.
* AI generation has a per-user and per-day cost ceiling.

*Subtasks*
* Implement the rate-limiting middleware with a shared store
* Configure per-endpoint limits and document them
* Implement the AI generation cost ceiling and its user messaging
* Add rate-limit metrics and alerting

_BRD reference: FR-001, BRD S16_","High","Platform","5","epic-sec","cross-cutting","security","",""
"Story","555","539","","Prevent secrets and personal data reaching logs","Logs and error reports carry correlation IDs, never tokens, card references or personal records.

*Acceptance criteria*
* No secret, token or payment identifier appears in any log or error report.
* Personal data in logs is minimised and redacted by a shared scrubber.
* Every request carries a correlation ID through logs, traces and Sentry.
* An automated test asserts the scrubber removes each sensitive field class.

*Subtasks*
* Implement the log scrubber with a sensitive-field registry
* Configure Sentry beforeSend scrubbing
* Implement correlation ID propagation across web and API
* Write scrubber tests for every sensitive field class

_BRD reference: AC-15_","Highest","Platform","3","epic-sec","cross-cutting","security","observability",""
"Story","560","539","","Harden file upload and media handling","Images and verification documents are untrusted input until proven otherwise.

*Acceptance criteria*
* Uploads are validated by content type and by actual content, not by file extension.
* Verification documents are stored privately and served only through short-lived signed URLs.
* Image processing runs through ImageKit rather than in the application process.
* Upload size and rate are limited per organisation.

*Subtasks*
* Implement server-side content validation for uploads
* Configure private storage and signed URL issuance for documents
* Configure ImageKit transformations and delivery
* Add upload size and rate limits

_BRD reference: FR-062, FR-060_","High","Platform","3","epic-sec","cross-cutting","security","media",""
"Story","565","539","","Write the privacy policy, terms and consent flows","The public trust pages and the consent points that make personalisation lawful and reversible.

*Acceptance criteria*
* Privacy policy, terms of service, cancellation policy and community guidelines are published.
* Consent for personalisation and for marketing is captured separately and is revocable.
* Cookie consent defaults to the privacy-preserving option.
* The trust pages are available in all three languages.

*Subtasks*
* Draft the policy documents with the required Lebanon-specific content
* Build the trust and policy pages
* Implement the consent capture and revocation flows
* Implement cookie consent defaulting to essential only

_BRD reference: BR-22, BRD S16_","High","Platform","5","epic-sec","cross-cutting","privacy","legal",""
"Story","570","539","","Run a pre-pilot security review","Before real businesses and real travellers, run a structured review against the controls this epic built.

*Acceptance criteria*
* A threat model covering the three surfaces is documented.
* A dependency and container vulnerability scan runs in CI and is clean of criticals.
* A penetration test or structured internal review is completed with findings tracked.
* All critical and high findings are resolved or formally accepted before pilot.

*Subtasks*
* Write the threat model for traveller, business and admin surfaces
* Add dependency and container scanning to CI
* Run the structured security review and log findings as issues
* Track findings to resolution or documented acceptance

_BRD reference: Phase 5, BRD S16_","Medium","Platform","5","epic-sec","cross-cutting","security","phase-5",""
"Epic","575","","Quality, Testing & Evaluation","Quality, Testing & Evaluation","The BRD names automated coverage of auth, trip-generation validation, booking and payment transitions as an MVP acceptance criterion. This epic makes that real, and adds the AI-specific evaluation that ordinary tests cannot provide.

*Phase:* Cross-cutting
*Stories in this epic:* 8","High","Platform","","epic-qa","cross-cutting","","",""
"Story","576","575","","Establish the test strategy and pyramid","Agree what is tested where, so the suite stays fast and the gaps are deliberate.

*Acceptance criteria*
* The test strategy document defines unit, integration, end-to-end and evaluation layers.
* Coverage targets are set per layer and per critical path.
* Test data management and fixtures are standardised.
* The full suite runs in under ten minutes in CI.

*Subtasks*
* Write the test strategy document
* Set up the test database and fixture factories
* Configure the CI test matrix and parallelism
* Define and enforce coverage targets on critical paths

_BRD reference: BRD S24, AC-14_","High","Platform","3","epic-qa","cross-cutting","testing","",""
"Story","581","575","","Cover the authentication paths with automated tests","One of the four paths the MVP acceptance criteria name explicitly.

*Acceptance criteria*
* Registration, sign-in, sign-out, recovery and session expiry are covered end to end.
* Negative cases - wrong password, expired token, reused reset token - are covered.
* Account enumeration resistance is asserted by test.
* The suite runs on every pull request.

*Subtasks*
* Write unit tests for the credential and session services
* Write integration tests for every auth endpoint
* Write end-to-end tests for the sign-in and recovery journeys
* Assert enumeration resistance and rate limiting

_BRD reference: AC-14, FR-001_","Highest","Platform","5","epic-qa","cross-cutting","testing","auth",""
"Story","586","575","","Cover trip-generation validation with automated tests","Prove the planner never produces an infeasible plan, and never invents an entity.

*Acceptance criteria*
* Every generated stop is asserted to resolve to a real, active entity ID.
* Hard-constraint satisfaction is asserted for budget, hours, duration, group size and return time.
* The infeasible case is asserted to report infeasibility rather than degrade silently.
* The itinerary total is asserted to equal the database-computed sum.

*Subtasks*
* Build the planner test harness with deterministic fixtures
* Write entity-integrity assertions over generated plans
* Write the constraint-satisfaction test matrix
* Write the infeasibility reporting tests
* Write the total-integrity test

_BRD reference: AC-14, AC-04_","Highest","Platform","8","epic-qa","cross-cutting","testing","planner",""
"Story","592","575","","Cover booking and payment state transitions with automated tests","The fourth named path, and the one with money attached.

*Acceptance criteria*
* Every allowed transition is tested and every blocked transition is asserted to fail.
* Concurrency, idempotency and overbooking are covered by dedicated tests.
* Payment failure, timeout and late-success paths are covered by fault injection.
* Reconciliation is covered including the mismatch case.

*Subtasks*
* Write the exhaustive state-transition test suite
* Write the concurrency and idempotency tests
* Write the payment fault-injection tests
* Write the reconciliation tests including mismatch resolution

_BRD reference: AC-14, AC-11, FR-048_","Highest","Platform","8","epic-qa","cross-cutting","testing","booking",""
"Story","597","575","","Build the AI evaluation suite","Model behaviour needs evaluation sets and thresholds, because a unit test cannot tell you the extractor got worse.

*Acceptance criteria*
* An evaluation set covers intent extraction across Arabic, Lebanese Arabic, English and French.
* Grounding is evaluated - no explanation may reference an entity or fact not retrieved.
* Evaluation runs in CI with a pass threshold and blocks regression.
* Results are tracked over time so prompt changes can be compared.

*Subtasks*
* Build the intent extraction evaluation set with expected outputs
* Build the grounding and hallucination evaluation
* Implement the evaluation runner with thresholds
* Wire evaluation into CI as a gate
* Build the evaluation result history report

_BRD reference: AC-16, FR-020, BRD S24_","High","Platform","8","epic-qa","cross-cutting","testing","ai",""
"Story","603","575","","Build end-to-end journey tests","The three journeys that matter, driven through a real browser in all three languages.

*Acceptance criteria*
* The traveller journey from search to confirmed booking passes end to end.
* The business journey from registration to responding to a request passes end to end.
* The admin journey from verification queue to approved business passes end to end.
* Each journey runs at 390px and 1440px and at least once in Arabic RTL.

*Subtasks*
* Set up Playwright with the three-locale and two-viewport matrix
* Write the traveller booking journey test
* Write the business onboarding and response journey test
* Write the admin verification journey test
* Add visual regression snapshots for key screens

_BRD reference: BRD S9, S24_","High","Platform","5","epic-qa","cross-cutting","testing","",""
"Story","609","575","","Run performance and load testing","Find out where it breaks before the pilot does.

*Acceptance criteria*
* Response-time targets are defined per endpoint class and asserted under load.
* Planner generation time is measured and meets the agreed budget at the 95th percentile.
* Database query performance is profiled and the slow queries are indexed.
* Load test results and the identified ceiling are documented.

*Subtasks*
* Define performance budgets per endpoint class
* Build the load test scenarios for search, planning and booking
* Profile and index the slow queries
* Run the load test and document the capacity ceiling
* Add Core Web Vitals monitoring to the frontend

_BRD reference: BRD S15_","Medium","Platform","5","epic-qa","cross-cutting","testing","performance",""
"Story","615","575","","Run user acceptance testing against the MVP criteria","Walk the sixteen acceptance criteria with real users and record the result of each one.

*Acceptance criteria*
* Each of the sixteen MVP acceptance criteria has a written test script and a recorded result.
* UAT is run with participants covering all three languages.
* Defects found are logged, triaged and linked to the criterion they failed.
* Sign-off records which criteria passed, which were waived and why.

*Subtasks*
* Write the UAT script for each acceptance criterion
* Recruit participants across the three languages
* Run the UAT sessions and record results
* Triage and track the defects found
* Produce the sign-off record

_BRD reference: AC-01 to AC-16_","Medium","Platform","5","epic-qa","cross-cutting","testing","phase-5",""
"Epic","621","","Observability, DevOps & Production Pilot","Observability, DevOps & Production Pilot","Everything needed to run this in front of real businesses: monitoring that tells you what broke, runbooks for when it does, and the commercial and legal decisions the pilot cannot start without.

*Phase:* Phase 5 - Production Pilot
*Stories in this epic:* 9","High","Platform","","epic-ops","phase-5-pilot","","",""
"Story","622","621","","Integrate Sentry and structured logging","Errors reach a dashboard with enough context to diagnose them and nothing that should not be there.

*Acceptance criteria*
* Sentry captures frontend and backend errors in every deployed environment.
* A deliberately triggered test error is captured and visible.
* Logs are structured, carry a correlation ID and contain no secrets.
* Error volume and new-issue rate are alerted on.

*Subtasks*
* Integrate Sentry in the web app and the API
* Configure release tagging and source maps
* Implement structured logging with correlation IDs
* Verify the controlled test-error capture
* Configure error rate alerting

_BRD reference: AC-15, BRD S25_","Highest","Platform","3","epic-ops","phase-5-pilot","observability","",""
"Story","628","621","","Build application and business metrics dashboards","Separate views for is it up and is it working, because those are different questions.

*Acceptance criteria*
* Infrastructure and application health metrics are dashboarded with alert thresholds.
* Business metrics - bookings, plan generations, conversion - are dashboarded separately.
* External provider latency and error rates are tracked per provider.
* AI provider cost per day and per plan is tracked against budget.

*Subtasks*
* Instrument the API with request, latency and error metrics
* Build the infrastructure health dashboard with alerts
* Build the business metrics dashboard
* Track external provider latency, errors and cost
* Set up the on-call alert routing

_BRD reference: BRD S19, S25_","High","Platform","5","epic-ops","phase-5-pilot","observability","",""
"Story","634","621","","Implement backup, restore and disaster recovery","A backup that has never been restored is not a backup.

*Acceptance criteria*
* Automated database backups run on a documented schedule with a stated retention.
* Point-in-time recovery is available and its window is documented.
* A restore drill is performed and the time to recover is recorded.
* RPO and RTO targets are agreed and documented.

*Subtasks*
* Configure automated backups and retention
* Enable and verify point-in-time recovery
* Run a full restore drill into a scratch environment
* Document RPO, RTO and the restore runbook

_BRD reference: BRD S25_","Highest","Platform","5","epic-ops","phase-5-pilot","devops","data",""
"Story","639","621","","Write the operational runbooks","The documents someone reads at 2am: what to do when the planner fails, when payments mismatch, when a provider is down.

*Acceptance criteria*
* Runbooks exist for AI provider outage, payment provider outage, routing outage and database incident.
* Each runbook names the detection signal, the immediate mitigation and the escalation path.
* The reconciliation runbook covers the payment and booking mismatch queue.
* Runbooks are reviewed after each incident.

*Subtasks*
* Write the AI provider outage runbook
* Write the payment and reconciliation runbook
* Write the routing and maps outage runbook
* Write the database incident and restore runbook
* Define the incident review process

_BRD reference: BRD S25, S18_","Medium","Platform","3","epic-ops","phase-5-pilot","devops","support",""
"Story","645","621","","Decide and document the production payment provider","Stripe covers the demo. It does not cover Lebanon in production. This decision gates the pilot and needs to be made with the abstraction already in place.

*Acceptance criteria*
* Candidate providers and local acquiring options for Lebanon are evaluated and compared.
* The commercial, legal and technical constraints of each are documented.
* A decision is recorded with its rationale and its implementation cost.
* The chosen provider is validated against the existing payment abstraction.

*Subtasks*
* Research payment providers and acquiring options available for Lebanon
* Document fees, settlement, currency and compliance constraints per option
* Evaluate the fit against the existing provider interface
* Record the decision and the implementation plan

_BRD reference: BRD S26, FR-045_","Highest","Platform","5","epic-ops","phase-5-pilot","payments","phase-5","legal"
"Story","650","621","","Prepare the legal and policy foundation for the pilot","Business terms, traveller terms, cancellation and refund policy, and the data-protection position - in place before the first real transaction.

*Acceptance criteria*
* Business partner terms and traveller terms of service are drafted and reviewed.
* The platform cancellation and refund policy is published and matches what the code enforces.
* The data-protection position and retention schedule are documented.
* Policy documents exist in all three languages.

*Subtasks*
* Draft the business partner agreement
* Draft the traveller terms of service
* Publish the cancellation and refund policy and reconcile it with the code
* Document the data protection position and retention schedule
* Translate the policy set into Arabic and French

_BRD reference: Phase 5, BRD S17_","High","Platform","5","epic-ops","phase-5-pilot","legal","phase-5",""
"Story","656","621","","Build the partner onboarding programme","Getting the first real businesses on is a process, not a signup form: outreach, data collection, training and a support path.

*Acceptance criteria*
* An onboarding playbook covers outreach, verification, listing setup and training.
* Business-facing help content and a getting-started guide are published.
* A named support path exists with a response-time commitment.
* Pilot partner targets and success measures are agreed.

*Subtasks*
* Write the partner onboarding playbook
* Build the business help centre content
* Define the support channel and its response commitment
* Agree pilot partner targets and success measures
* Run onboarding with the first pilot cohort

_BRD reference: Phase 5, AC-09_","Medium","Platform","5","epic-ops","phase-5-pilot","phase-5","business",""
"Story","662","621","","Build the public help and trust surfaces","The help centre, contact, safety, about and policy pages that make an unfamiliar marketplace credible.

*Acceptance criteria*
* Help centre, contact, safety, about and policy pages are published.
* A traveller can find how cancellation works and how to reach support in two clicks from any page.
* All content exists in Arabic, English and French.
* Contact submissions land in the support case queue.

*Subtasks*
* Write the help centre articles for the common journeys
* Build the help centre with search
* Build the contact form wired to the support queue
* Build the safety, about and policy pages
* Translate all help and trust content

_BRD reference: Screen inventory, FR-076_","Medium","Platform","3","epic-ops","phase-5-pilot","content","trust",""
"Story","668","621","","Run the pilot readiness review and go-live","One structured gate covering acceptance criteria, security findings, runbooks, legal, payments and monitoring before real money moves.

*Acceptance criteria*
* All sixteen MVP acceptance criteria are demonstrated and signed off or explicitly waived.
* Security findings are closed or formally accepted.
* Runbooks, backups and monitoring are verified operational.
* A go or no-go decision is recorded with its conditions.

*Subtasks*
* Assemble the readiness checklist across all gates
* Run the acceptance criteria demonstration
* Verify monitoring, backups and runbooks operationally
* Hold the go or no-go review and record the decision
* Execute the go-live plan with a rollback path

_BRD reference: Phase 5, AC-01 to AC-16_","Medium","Platform","5","epic-ops","phase-5-pilot","phase-5","",""
