"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Story","322","309","","Build structured candidate retrieval","Pull candidates from Mshwar inventory before a single word of itinerary text is generated. This is the rule that keeps the product honest.

*Acceptance criteria*
* Candidate retrieval runs against the database before any generation step.
* Every candidate carries a valid internal entity ID and an active published status.
* Retrieval combines structured filters with vector similarity over verified descriptions.
* A plan cannot be assembled from anything not returned by retrieval.

*Subtasks*
* Implement the structured filter query from the constraint object
* Implement pgvector similarity retrieval over experience embeddings
* Implement hybrid scoring and candidate-set assembly
* Enforce the entity-ID contract between retrieval and assembly
* Write a test asserting no stop can exist without a retrieved candidate

_BRD reference: FR-022, BR-01, AC-03_","Highest","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Sub-task","323","322","","Implement the structured filter query from the constraint object","Subtask of: Build structured candidate retrieval

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","324","322","","Implement pgvector similarity retrieval over experience embeddings","Subtask of: Build structured candidate retrieval

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","325","322","","Implement hybrid scoring and candidate-set assembly","Subtask of: Build structured candidate retrieval

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","326","322","","Enforce the entity-ID contract between retrieval and assembly","Subtask of: Build structured candidate retrieval

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","327","322","","Write a test asserting no stop can exist without a retrieved candidate","Subtask of: Build structured candidate retrieval

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","328","309","","Implement hard eligibility filtering","Filter candidates against the constraints that cannot be negotiated: hours, duration, capacity, travel feasibility and budget.

*Acceptance criteria*
* Candidates are filtered against opening hours, duration, capacity, travel feasibility and budget.
* A hard-constraint violation is blocked, or flagged explicitly before display - never hidden.
* A strict budget is not exceeded without an explicit warning and user approval.
* A stop is not scheduled outside known opening hours unless the business supports appointment exceptions.

*Subtasks*
* Implement the opening-hours feasibility check with exception support
* Implement the capacity and availability eligibility check
* Implement the travel-feasibility check using real routing data
* Implement the budget check with the strict-budget warning path
* Build the constraint-violation explanation format
* Write the eligibility test matrix covering each constraint independently

_BRD reference: FR-023, AC-04, BR-05, BR-06_","Highest","Planner","8","epic-aip","phase-2-ai-planner","planner","rules",""
"Sub-task","329","328","","Implement the opening-hours feasibility check with exception support","Subtask of: Implement hard eligibility filtering

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","330","328","","Implement the capacity and availability eligibility check","Subtask of: Implement hard eligibility filtering

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","331","328","","Implement the travel-feasibility check using real routing data","Subtask of: Implement hard eligibility filtering

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","332","328","","Implement the budget check with the strict-budget warning path","Subtask of: Implement hard eligibility filtering

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","333","328","","Build the constraint-violation explanation format","Subtask of: Implement hard eligibility filtering

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","334","328","","Write the eligibility test matrix covering each constraint independently","Subtask of: Implement hard eligibility filtering

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","335","309","","Implement candidate ranking","Rank the eligible candidates against the user's stated preferences, with sponsored placement labelled and unable to bypass eligibility.

*Acceptance criteria*
* Ranking uses stated preferences, factual attributes and compatibility, not fabricated popularity.
* Sponsored placement is clearly labelled and cannot override a hard eligibility rule.
* Ranking weights are configurable and versioned.
* The same input produces the same ranking - the ranker is deterministic.

*Subtasks*
* Define the ranking feature set and weights
* Implement the deterministic scoring function
* Implement sponsored-placement injection with labelling and eligibility guard
* Make weights configurable through admin configuration
* Write ranking regression tests with a golden fixture set

_BRD reference: BRD S11, BR-10_","High","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Sub-task","336","335","","Define the ranking feature set and weights","Subtask of: Implement candidate ranking

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","337","335","","Implement the deterministic scoring function","Subtask of: Implement candidate ranking

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","338","335","","Implement sponsored-placement injection with labelling and eligibility guard","Subtask of: Implement candidate ranking

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","339","335","","Make weights configurable through admin configuration","Subtask of: Implement candidate ranking

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","340","335","","Write ranking regression tests with a golden fixture set","Subtask of: Implement candidate ranking

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","341","309","","Build the itinerary assembly and cost computation","Assemble the timeline and compute the total from stored price components. The model may explain the number; it may never produce it.

*Acceptance criteria*
* The itinerary shows timeline, total estimated cost, travel segments, stop durations and booking status.
* The total is computed from stored structured price components in backend code.
* Estimated and from-price components are labelled in the breakdown.
* A test asserts the displayed total equals the sum computed from the database.

*Subtasks*
* Implement the itinerary assembly service
* Implement the cost breakdown calculator over price components
* Build the itinerary timeline UI with travel segments
* Build the cost breakdown panel with per-component labelling
* Write the total-integrity test asserting no model involvement

_BRD reference: FR-025, BR-04, AC-03_","Highest","Planner","8","epic-aip","phase-2-ai-planner","planner","booking",""
"Sub-task","342","341","","Implement the itinerary assembly service","Subtask of: Build the itinerary assembly and cost computation

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","343","341","","Implement the cost breakdown calculator over price components","Subtask of: Build the itinerary assembly and cost computation

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","344","341","","Build the itinerary timeline UI with travel segments","Subtask of: Build the itinerary assembly and cost computation

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","345","341","","Build the cost breakdown panel with per-component labelling","Subtask of: Build the itinerary assembly and cost computation

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","346","341","","Write the total-integrity test asserting no model involvement","Subtask of: Build the itinerary assembly and cost computation

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","347","309","","Implement stop locking and targeted regeneration","Let a user pin what they already love and ask for everything else to change.

*Acceptance criteria*
* A user can lock a stop and request changes to the rest of the plan.
* Locked stops are unchanged unless a feasibility conflict makes them impossible.
* Any forced change to a locked stop is explained explicitly.
* Regeneration recalculates time, route and cost for the whole plan.

*Subtasks*
* Add lock state to the itinerary model
* Pass locks as hard constraints into the solver
* Build the lock and unlock controls on the itinerary
* Implement the locked-stop conflict explanation
* Write tests covering lock plus infeasibility

_BRD reference: FR-026, AC-07_","Highest","Planner","8","epic-aip","phase-2-ai-planner","planner","traveller",""
"Sub-task","348","347","","Add lock state to the itinerary model","Subtask of: Implement stop locking and targeted regeneration

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","349","347","","Pass locks as hard constraints into the solver","Subtask of: Implement stop locking and targeted regeneration

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","350","347","","Build the lock and unlock controls on the itinerary","Subtask of: Implement stop locking and targeted regeneration

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","351","347","","Implement the locked-stop conflict explanation","Subtask of: Implement stop locking and targeted regeneration

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","352","347","","Write tests covering lock plus infeasibility","Subtask of: Implement stop locking and targeted regeneration

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","353","309","","Implement single-stop replacement","Swap one stop for an alternative and recompute everything downstream before the user commits.

*Acceptance criteria*
* A user can replace a stop with alternatives that match the remaining constraints.
* Replacement recalculates downstream time, cost and route before confirmation.
* The alternatives list shows why each one fits.
* The user sees the delta in time and cost before accepting.

*Subtasks*
* Implement the alternatives query for a given slot
* Build the replace-stop panel with alternatives
* Implement downstream recalculation and the preview diff
* Implement accept and cancel for the proposed replacement

_BRD reference: FR-027, AC-07_","Highest","Planner","5","epic-aip","phase-2-ai-planner","planner","traveller",""
"Sub-task","354","353","","Implement the alternatives query for a given slot","Subtask of: Implement single-stop replacement

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","355","353","","Build the replace-stop panel with alternatives","Subtask of: Implement single-stop replacement

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","356","353","","Implement downstream recalculation and the preview diff","Subtask of: Implement single-stop replacement

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","357","353","","Implement accept and cancel for the proposed replacement","Subtask of: Implement single-stop replacement

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","358","309","","Implement conversational trip refinement","Convert phrases like less driving or make it more romantic into structured preference changes, then revalidate the whole plan.

*Acceptance criteria*
* Free-text edits are converted into structured preference changes.
* The revised plan is revalidated against all hard constraints.
* The user sees what the system understood before the plan changes.
* An unparseable request asks for clarification rather than silently doing nothing.

*Subtasks*
* Define the refinement intent schema
* Write and version the refinement prompt
* Build the refinement chat panel on the trip editor
* Show the interpreted change for confirmation
* Handle unparseable refinements with a clarification

_BRD reference: FR-028_","Medium","Planner","8","epic-aip","phase-2-ai-planner","ai","planner",""
"Sub-task","359","358","","Define the refinement intent schema","Subtask of: Implement conversational trip refinement

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","360","358","","Write and version the refinement prompt","Subtask of: Implement conversational trip refinement

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","361","358","","Build the refinement chat panel on the trip editor","Subtask of: Implement conversational trip refinement

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","362","358","","Show the interpreted change for confirmation","Subtask of: Implement conversational trip refinement

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","363","358","","Handle unparseable refinements with a clarification","Subtask of: Implement conversational trip refinement

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","364","309","","Build recommendation explanations with RAG","Explain why each stop is there, grounded in the user's stated preferences and factual attributes only.

*Acceptance criteria*
* Explanations reference user preferences and factual entity attributes.
* No explanation exposes model internals, scores or private data.
* Explanations are generated from retrieved verified content, not from model memory.
* An explanation never contains a price, time or total that contradicts the structured plan.

*Subtasks*
* Build the RAG retrieval over verified business content
* Write and version the explanation prompt with grounding constraints
* Implement the contradiction check between explanation and structured plan
* Build the explanation UI on each stop

_BRD reference: FR-029, BR-04_","Medium","Planner","5","epic-aip","phase-2-ai-planner","ai","planner",""
"Sub-task","365","364","","Build the RAG retrieval over verified business content","Subtask of: Build recommendation explanations with RAG

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","366","364","","Write and version the explanation prompt with grounding constraints","Subtask of: Build recommendation explanations with RAG

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","367","364","","Implement the contradiction check between explanation and structured plan","Subtask of: Build recommendation explanations with RAG

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","368","364","","Build the explanation UI on each stop","Subtask of: Build recommendation explanations with RAG

_Epic: AI Trip Builder_","Medium","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","369","309","","Persist itinerary versions for auditability","Every AI-generated version is stored before booking, so the plan that was booked can always be reconstructed.

*Acceptance criteria*
* Each generated or edited itinerary version is persisted with its constraints and inputs.
* A booking references the exact itinerary version it was made from.
* Version history is viewable by the user and by admin support.
* Versions are immutable once written.

*Subtasks*
* Model itinerary versions with immutable snapshots
* Persist the constraint object and retrieval inputs per version
* Link bookings to itinerary versions
* Build the version history view
* Write immutability tests

_BRD reference: BR-19, BR-25_","High","Planner","5","epic-aip","phase-2-ai-planner","planner","audit",""
"Sub-task","370","369","","Model itinerary versions with immutable snapshots","Subtask of: Persist itinerary versions for auditability

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","371","369","","Persist the constraint object and retrieval inputs per version","Subtask of: Persist itinerary versions for auditability

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","372","369","","Link bookings to itinerary versions","Subtask of: Persist itinerary versions for auditability

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","373","369","","Build the version history view","Subtask of: Persist itinerary versions for auditability

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","374","369","","Write immutability tests","Subtask of: Persist itinerary versions for auditability

_Epic: AI Trip Builder_","High","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","375","309","","Build the AI failure fallback path","When the model provider is down, the product still works - it just works without natural language.

*Acceptance criteria*
* AI provider failure falls back to structured filter-based planning.
* The fallback never corrupts persisted state or leaves a half-written plan.
* The user is told plainly that the natural-language path is unavailable.
* The fallback is exercised by an automated test and by a documented manual drill.

*Subtasks*
* Implement provider timeout, retry and circuit-breaker policy
* Implement the structured-only planning fallback
* Ensure transactional integrity across the fallback boundary
* Build the degraded-mode user messaging
* Add a fault-injection test for provider failure

_BRD reference: AC-13, BRD S18_","Highest","Planner","5","epic-aip","phase-2-ai-planner","ai","resilience",""
"Sub-task","376","375","","Implement provider timeout, retry and circuit-breaker policy","Subtask of: Build the AI failure fallback path

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","377","375","","Implement the structured-only planning fallback","Subtask of: Build the AI failure fallback path

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","378","375","","Ensure transactional integrity across the fallback boundary","Subtask of: Build the AI failure fallback path

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","379","375","","Build the degraded-mode user messaging","Subtask of: Build the AI failure fallback path

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","380","375","","Add a fault-injection test for provider failure","Subtask of: Build the AI failure fallback path

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Story","381","309","","Build prompt-injection and output-safety guards","User text and business-written descriptions both reach the model. Neither may be allowed to change what the system does.

*Acceptance criteria*
* Business descriptions and user input are treated as data, never as instructions.
* The model cannot trigger a booking, a payment or a price change through its output.
* Model output is schema-validated before it influences any state.
* Injection attempts are logged and surfaced in the admin health dashboard.

*Subtasks*
* Implement input and retrieved-content isolation in the prompt structure
* Restrict the model to read-only tool surfaces
* Add strict output schema validation at every model boundary
* Build the injection-attempt test suite
* Log and alert on suspected injection patterns

_BRD reference: BRD S16, BR-04_","Highest","Planner","5","epic-aip","phase-2-ai-planner","ai","security",""
"Sub-task","382","381","","Implement input and retrieved-content isolation in the prompt structure","Subtask of: Build prompt-injection and output-safety guards

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","383","381","","Restrict the model to read-only tool surfaces","Subtask of: Build prompt-injection and output-safety guards

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","384","381","","Add strict output schema validation at every model boundary","Subtask of: Build prompt-injection and output-safety guards

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","385","381","","Build the injection-attempt test suite","Subtask of: Build prompt-injection and output-safety guards

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Sub-task","386","381","","Log and alert on suspected injection patterns","Subtask of: Build prompt-injection and output-safety guards

_Epic: AI Trip Builder_","Highest","Planner","","epic-aip","phase-2-ai-planner","","",""
"Epic","387","","Availability, Booking & Payments","Availability, Booking & Payments","Where a plan becomes a commitment and money becomes involved. Snapshots, idempotency and reconciliation are non-negotiable here.

*Phase:* Phase 3 - Booking
*Stories in this epic:* 12","High","Booking","","epic-bkg","phase-3-booking","","",""
"Story","388","387","","Implement the three booking modes","Instant confirm, request to book and inquiry only - with the mode visible before the traveller commits to anything.

*Acceptance criteria*
* A business can configure each experience as instant confirm, request to book or inquiry only.
* The mode is shown to the traveller before any commitment step.
* Instant confirm is only selectable when the business maintains authoritative capacity.
* The product keeps a clear distinction between a suggestion, a request and a confirmed booking.

*Subtasks*
* Add the booking-mode field and its business-side editor
* Gate instant confirm on authoritative-capacity configuration
* Surface the mode on listing, itinerary and checkout
* Implement the three distinct commitment flows

_BRD reference: FR-040, BR-07, BR-25_","Highest","Booking","5","epic-bkg","phase-3-booking","booking","",""
"Sub-task","389","388","","Add the booking-mode field and its business-side editor","Subtask of: Implement the three booking modes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","390","388","","Gate instant confirm on authoritative-capacity configuration","Subtask of: Implement the three booking modes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","391","388","","Surface the mode on listing, itinerary and checkout","Subtask of: Implement the three booking modes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","392","388","","Implement the three distinct commitment flows","Subtask of: Implement the three booking modes

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","393","387","","Implement overbooking prevention with database-level guarantees","Two travellers clicking at the same second must not both get the last place. Enforce it in Postgres, not in application logic.

*Acceptance criteria*
* Concurrent booking attempts on the last slot produce exactly one success.
* Capacity is enforced by a transactional check or an EXCLUDE constraint, not by a read-then-write.
* A concurrency test with parallel requests proves no oversell.
* Failure to secure capacity returns a clear, actionable message.

*Subtasks*
* Implement the capacity constraint with btree_gist EXCLUDE where applicable
* Implement the transactional hold-then-commit path
* Write the parallel-request concurrency test
* Implement hold expiry for abandoned checkouts
* Build the capacity-unavailable user messaging

_BRD reference: FR-041, BR-07_","Highest","Booking","8","epic-bkg","phase-3-booking","booking","database",""
"Sub-task","394","393","","Implement the capacity constraint with btree_gist EXCLUDE where applicable","Subtask of: Implement overbooking prevention with database-level guarantees

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","395","393","","Implement the transactional hold-then-commit path","Subtask of: Implement overbooking prevention with database-level guarantees

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","396","393","","Write the parallel-request concurrency test","Subtask of: Implement overbooking prevention with database-level guarantees

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","397","393","","Implement hold expiry for abandoned checkouts","Subtask of: Implement overbooking prevention with database-level guarantees

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","398","393","","Build the capacity-unavailable user messaging","Subtask of: Implement overbooking prevention with database-level guarantees

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","399","387","","Implement the booking state machine","Draft, pending, confirmed, rejected, cancelled, completed, refunded - with invalid transitions blocked and every move audited.

*Acceptance criteria*
* All seven states exist and every transition is explicitly allowed or blocked.
* An invalid transition raises an error and changes nothing.
* Every transition records actor, timestamp, reason and correlation ID.
* The state timeline is visible to the traveller, the business and admin.

*Subtasks*
* Define the state machine and its transition table
* Implement transition guards at the service layer
* Implement the booking audit timeline
* Write exhaustive transition tests including every blocked path
* Build the timeline UI component shared across surfaces

_BRD reference: FR-043, AC-11, BR-25_","Highest","Booking","8","epic-bkg","phase-3-booking","booking","",""
"Sub-task","400","399","","Define the state machine and its transition table","Subtask of: Implement the booking state machine

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","401","399","","Implement transition guards at the service layer","Subtask of: Implement the booking state machine

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","402","399","","Implement the booking audit timeline","Subtask of: Implement the booking state machine

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","403","399","","Write exhaustive transition tests including every blocked path","Subtask of: Implement the booking state machine

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","404","399","","Build the timeline UI component shared across surfaces","Subtask of: Implement the booking state machine

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","405","387","","Implement price and policy snapshots","A booking freezes the price and the cancellation policy as they were at the moment of commitment.

*Acceptance criteria*
* A booking stores an immutable snapshot of price components and cancellation policy.
* A later price or policy change by the business does not affect an existing booking.
* The snapshot is what the confirmation, the refund calculation and any dispute reference.
* A test proves a policy edit after booking leaves the booking's terms unchanged.

*Subtasks*
* Model the snapshot structures as immutable JSON columns
* Capture snapshots at the commitment transaction
* Use the snapshot in confirmation rendering and refund computation
* Write the post-booking-edit immutability test

_BRD reference: FR-042, BR-12, AC-11_","Highest","Booking","5","epic-bkg","phase-3-booking","booking","trust",""
"Sub-task","406","405","","Model the snapshot structures as immutable JSON columns","Subtask of: Implement price and policy snapshots

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","407","405","","Capture snapshots at the commitment transaction","Subtask of: Implement price and policy snapshots

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","408","405","","Use the snapshot in confirmation rendering and refund computation","Subtask of: Implement price and policy snapshots

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","409","405","","Write the post-booking-edit immutability test","Subtask of: Implement price and policy snapshots

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","410","387","","Build the checkout flow","From listing or itinerary to a committed booking, with party size, date, price and policy all confirmed before money is discussed.

*Acceptance criteria*
* A user can book from a listing page and from within an itinerary.
* Checkout captures party size, date and time, and shows the price and policy before commitment.
* A payment request is created only after the backend validates price, availability and booking state.
* The flow works at 390px and in all three languages.

*Subtasks*
* Build the checkout screens for all three booking modes
* Implement server-side pre-payment validation
* Implement the booking draft and hold lifecycle
* Build the review-and-confirm step with the full breakdown
* Localise and RTL-test the checkout flow

_BRD reference: FR-042, FR-044, AC-11_","Highest","Booking","8","epic-bkg","phase-3-booking","booking","traveller",""
"Sub-task","411","410","","Build the checkout screens for all three booking modes","Subtask of: Build the checkout flow

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","412","410","","Implement server-side pre-payment validation","Subtask of: Build the checkout flow

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","413","410","","Implement the booking draft and hold lifecycle","Subtask of: Build the checkout flow

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","414","410","","Build the review-and-confirm step with the full breakdown","Subtask of: Build the checkout flow

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","415","410","","Localise and RTL-test the checkout flow","Subtask of: Build the checkout flow

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","416","387","","Build the payment provider abstraction","Lebanon is not a supported Stripe country. Stripe test mode can carry the academic demo, but the interface has to assume it will be replaced.

*Acceptance criteria*
* Payments go through a provider interface; no Stripe type appears in domain code.
* Provider-specific identifiers are stored separately from business booking identifiers.
* A second provider can be added without changing the booking service.
* The production-provider decision and its constraints are documented for the pilot phase.

*Subtasks*
* Define the payment provider interface and domain types
* Implement the Stripe test-mode adapter
* Separate provider references from booking references in the schema
* Write a stub second adapter proving the abstraction holds
* Document the Lebanon payment-provider constraint and candidate options

_BRD reference: FR-045, BRD S26_","Highest","Booking","8","epic-bkg","phase-3-booking","payments","architecture",""
"Sub-task","417","416","","Define the payment provider interface and domain types","Subtask of: Build the payment provider abstraction

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","418","416","","Implement the Stripe test-mode adapter","Subtask of: Build the payment provider abstraction

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","419","416","","Separate provider references from booking references in the schema","Subtask of: Build the payment provider abstraction

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","420","416","","Write a stub second adapter proving the abstraction holds","Subtask of: Build the payment provider abstraction

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","421","416","","Document the Lebanon payment-provider constraint and candidate options","Subtask of: Build the payment provider abstraction

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Story","422","387","","Implement webhook verification and reconciliation","Payment succeeded does not mean booking confirmed. The two have to be reconciled, and the webhook has to be proven genuine.

*Acceptance criteria*
* Webhook signatures are verified; unverified payloads are rejected and logged.
* Webhook handling is idempotent - a replayed event changes nothing twice.
* A payment success with a failed booking is detected and resolved by reconciliation.
* Mismatches appear in an operations queue rather than failing silently.

*Subtasks*
* Implement signature verification for the Stripe adapter
* Implement idempotent webhook processing with an event log
* Build the reconciliation job for payment and booking mismatches
* Build the operations reconciliation queue
* Write replay and mismatch tests

_BRD reference: FR-045, FR-048, BR-14, AC-12_","Highest","Booking","8","epic-bkg","phase-3-booking","payments","security",""
"Sub-task","423","422","","Implement signature verification for the Stripe adapter","Subtask of: Implement webhook verification and reconciliation

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","424","422","","Implement idempotent webhook processing with an event log","Subtask of: Implement webhook verification and reconciliation

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","425","422","","Build the reconciliation job for payment and booking mismatches","Subtask of: Implement webhook verification and reconciliation

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","426","422","","Build the operations reconciliation queue","Subtask of: Implement webhook verification and reconciliation

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
"Sub-task","427","422","","Write replay and mismatch tests","Subtask of: Implement webhook verification and reconciliation

_Epic: Availability, Booking & Payments_","Highest","Booking","","epic-bkg","phase-3-booking","","",""
